43.812500,49.637496,37.500000,42.725002,40.650001,47.337501,27.350000,40.912502,35.949996,47.612499,49.662498,34.424999,44.162498,35.012504,45.312500,51.575000,39.449996,33.387496,36.025001,40.337501,25.625001,24.150001,52.287498,31.862499,49.812500,33.950000,59.612499,31.399999,29.399999,50.487495,56.912506,46.375000,32.150001,52.049999,40.449996,29.375000,39.062500,41.474998,32.799999,33.175003,29.500000,36.387500,28.249998,35.712501,56.212501,43.212501,51.412498,42.524997,30.262498,33.400001
40.849998,41.912498,42.987499,55.387500,37.325000,51.750000,34.625000,53.424999,31.149997,37.599998,39.500000,53.137500,34.662502,55.187500,37.912498,43.487499,56.450000,37.025001,51.112503,39.762500,25.724998,45.212501,48.237503,43.012500,29.649997,52.575000,43.475002,45.662498,40.875000,35.862499,33.112503,36.487499,54.949996,33.962497,46.950000,35.612503,41.062500,48.937503,22.049999,55.600002,43.787498,34.212501,28.500000,21.887498,29.474998,33.962501,29.062501,48.525001,34.474998,51.687500
34.800003,37.137500,41.762500,39.900001,47.287498,34.375000,56.087501,30.812500,58.912502,34.174999,49.674995,50.337493,51.487503,27.124998,43.037498,53.612499,52.612503,35.574996,30.637500,30.662500,46.325000,47.037502,32.762496,44.125000,36.549999,53.750000,36.087501,42.987499,34.575000,35.787498,28.937500,39.812500,47.337501,22.462499,47.662498,54.174999,36.812500,42.187500,38.237499,41.650001,51.312500,35.574996,33.875000,54.549999,32.900001,43.212501,42.437500,47.700000,32.224998,43.750000
31.200000,48.787502,18.912500,26.500000,42.300003,28.125000,45.812500,34.650001,35.787502,31.749998,32.799999,50.362503,42.000000,39.450004,38.649997,45.987499,36.974998,42.400001,15.162499,30.049999,48.887504,32.399997,42.150001,35.400001,48.875000,47.962501,40.474998,38.299999,29.137498,54.750000,37.125000,31.125000,49.750000,29.162502,39.699996,36.237499,33.224998,44.912502,29.799997,44.362495,33.250000,34.300003,44.200000,48.037498,34.637500,53.862495,24.562500,31.174999,36.850002,44.112503
34.012500,27.837499,23.612501,38.625000,47.837501,25.912500,40.237499,37.200004,35.200000,46.200004,55.274997,45.512500,29.049999,26.487499,46.199996,37.812500,40.637496,33.037498,44.250000,38.325000,49.587501,34.837501,29.450000,56.687500,40.599998,42.987499,38.625000,47.062500,39.599998,25.924999,44.087501,40.549999,29.325000,48.575000,47.637500,18.024999,54.187500,42.512496,26.075000,52.662502,48.112503,20.212499,28.312500,39.500000,36.375000,23.912500,14.925000,28.987499,28.299999,51.199996
40.625000,46.900001,35.974998,36.412498,31.687500,58.637496,34.612503,36.187500,37.849998,45.700000,48.725002,41.750000,39.575000,36.762500,48.400001,29.674999,39.875000,36.987499,48.524997,48.562500,53.725002,30.225002,26.912500,33.187500,47.637500,22.099998,36.674999,49.099998,45.087501,55.112499,47.825000,41.812500,33.549999,44.962501,33.950000,35.612499,25.137500,35.337501,50.274997,28.487499,53.937500,28.012500,25.375000,41.699996,29.062501,49.350002,46.924999,41.050003,36.650001,36.250000
45.449996,38.849998,25.412500,54.949996,44.700000,30.099998,32.937500,49.474998,37.950000,37.850002,52.987503,50.850002,41.875000,43.887500,29.662500,29.375001,55.337501,28.399999,28.899997,33.599998,50.112503,49.049999,42.037498,52.912502,38.299999,43.050003,42.287502,24.662498,49.099998,38.287498,34.900001,42.037498,43.012500,36.887500,40.899997,49.412502,34.137496,40.062500,38.412498,40.487503,36.537502,26.399999,44.687500,42.687500,50.137500,52.612503,30.850000,59.225002,42.474998,40.287498
36.687500,26.350002,51.750000,47.237495,43.937500,31.274999,46.125000,24.200000,48.250000,35.462497,43.900001,44.812500,37.587501,37.812496,46.849998,37.762500,43.950000,49.875000,48.899997,29.774999,50.150001,61.062500,42.875000,27.500000,38.099998,23.450000,50.312500,33.887500,37.087497,38.350002,32.137500,23.287498,54.699996,44.812500,50.174999,35.887500,50.137496,37.375000,23.612499,31.437500,43.674999,39.587501,44.037498,35.762500,38.387496,41.474998,49.650001,37.450000,44.949996,39.924999
39.150001,31.812500,40.562500,25.375000,31.187501,40.325000,37.974998,26.062500,37.912498,25.012500,48.212497,50.562496,39.775001,46.737499,47.487503,35.237499,60.187500,39.362503,45.987499,34.887500,39.074996,36.125000,44.637500,34.562500,46.112503,39.387496,51.174999,48.625000,32.987503,45.612503,22.500000,21.799999,34.199996,42.450004,39.525001,24.962499,39.449996,29.900001,21.399999,28.562500,37.012496,36.150001,41.937500,34.525001,21.087501,35.487503,40.712501,35.650001,46.687500,56.487499
42.537498,43.575000,38.137496,36.825004,31.899999,40.562500,44.887500,47.324996,30.150001,42.575000,51.625000,36.662498,26.350000,25.087499,30.950000,49.887500,39.799999,44.362499,35.312500,43.750000,34.824996,42.162498,34.125000,33.025001,44.937500,36.362499,40.500000,39.512500,35.000000,38.099998,56.049995,43.987495,55.425003,33.837501,43.437500,51.712501,55.362499,19.799999,39.375000,42.775001,36.162498,56.737495,36.349998,32.412498,20.800001,29.762500,36.087501,40.912498,44.724998,24.387500
35.712501,43.362499,35.924999,31.224998,49.299999,47.937500,25.050001,44.375003,38.837501,43.362503,45.424999,41.525001,36.599998,44.100002,38.775001,34.824996,48.687500,48.950000,28.162500,25.424999,32.375000,49.637500,35.962501,38.087501,40.162498,45.049999,60.000003,37.325000,43.025001,34.037498,42.912498,42.875000,29.849998,32.125000,46.937500,47.574996,43.375000,32.912498,30.237499,25.287500,27.962501,31.237499,22.274999,55.750000,27.549999,24.287500,30.775001,50.450000,54.412498,46.075000
43.687500,26.187500,34.912498,44.987503,37.349998,30.375000,51.562500,45.674995,42.199996,27.899999,41.224998,61.562500,44.087501,25.750000,51.137500,36.212501,48.899997,37.975002,47.099998,37.600002,28.462499,46.324996,39.862503,33.400001,28.475000,34.974998,36.937500,37.287498,51.074996,31.850000,55.875000,39.637496,43.474998,38.224998,44.200004,56.500000,29.437500,51.837501,34.362499,50.450000,31.550001,37.862499,42.025001,45.962501,26.400001,40.687500,33.725002,39.112499,26.862501,39.474998
