44.648437,43.753128,43.298439,38.423439,38.729686,40.571876,38.546875,44.657810,43.248435,43.767189,27.557811,41.950004,36.648437,41.237499,42.418746,41.482810,48.389057,38.129684,41.951560,31.759376,38.029685,30.346874,38.529685,39.337497,35.696876
36.075000,30.587501,38.179687,40.076560,37.568748,43.681243,37.289062,45.726562,39.082809,24.770313,45.812500,40.873435,49.048435,40.596870,35.512500,36.359375,36.642189,45.690620,38.495311,37.118747,36.510932,47.270313,40.039062,36.299999,39.767189
35.787498,35.478126,34.909378,36.482814,41.631252,47.467185,33.000000,41.814064,37.045310,44.170310,43.187503,39.179687,41.821876,42.367187,38.468750,43.878124,40.082813,29.896875,36.559375,45.421875,37.321876,33.079689,30.581253,35.464061,41.012500
37.301563,49.093750,37.260936,42.992187,41.464061,47.756252,40.514064,37.012500,40.282814,38.271873,51.096878,44.612499,38.150001,37.637500,39.196872,35.089061,45.323436,46.943748,42.764060,32.768749,35.793750,42.578125,45.576564,49.365631,42.264060
38.221874,33.490623,36.053123,37.268753,30.746875,48.929683,35.515621,36.992187,42.754684,37.542190,36.760936,35.465625,41.931247,44.757812,39.115627,37.504684,45.207813,37.054687,39.379684,33.498435,38.835933,35.871875,27.464063,37.104690,46.839061
40.381248,34.915626,41.942188,44.817188,40.428127,44.404685,40.864063,41.609375,47.526561,35.417186,39.125000,37.901561,36.964061,40.009376,41.276561,47.349998,36.859375,47.345314,35.282810,32.454689,31.773437,45.195312,27.537502,40.301559,39.087501
45.557807,32.464065,39.929687,32.945316,33.854686,33.378124,41.135936,40.695308,46.801559,39.562500,42.103122,42.917186,44.126564,39.275001,47.332809,34.068748,28.081251,33.903121,35.957813,38.215621,37.059375,35.254688,32.706249,41.065624,36.746871
33.756248,42.424999,39.362503,43.482814,23.289062,38.740623,27.464061,47.532814,36.053127,32.562500,34.845314,42.910934,30.746875,36.260932,46.759372,36.215625,39.370311,39.690628,42.670310,36.734371,35.612499,27.426559,43.654685,40.478126,38.337501
37.889064,44.437496,44.368751,43.648437,43.084373,38.646873,40.223434,35.981250,41.203125,36.690624,40.634376,38.521877,39.900001,34.290626,42.226562,45.129688,39.673435,42.793750,43.776565,29.854686,42.739059,41.909374,44.065624,46.610935,33.604686
41.275001,39.048439,42.276561,30.415624,29.656250,44.737499,36.085933,32.243751,37.096874,33.651561,33.012496,39.487499,33.645313,47.826560,45.482810,40.399997,32.240627,49.468746,34.620311,40.025001,35.009376,37.918750,39.340621,34.864063,30.387498
32.417190,32.337501,36.070312,50.979682,32.820312,31.898435,29.832811,31.965623,40.317188,44.734375,38.193748,39.293750,40.993747,38.929687,34.756252,38.382812,37.931251,35.279685,35.223438,37.070312,38.704685,37.578125,36.368751,36.595314,32.056251
33.620311,39.212501,35.365623,28.265625,47.407814,45.695312,34.740627,40.621875,44.621875,34.940624,42.454689,44.931251,36.095310,27.693748,36.170314,43.012500,53.062500,38.626564,37.017185,36.765621,36.832809,50.290626,39.490623,48.356254,38.184375
42.398437,42.773437,44.903125,42.195308,36.357810,35.207813,47.414062,42.184375,36.843750,40.596878,41.932807,43.814064,41.735935,32.526561,48.467189,37.495315,34.626560,39.687500,41.585937,41.024997,35.092185,38.634376,41.743751,41.743751,31.296875
50.678127,31.693748,37.995311,39.668750,42.037498,40.493751,43.729686,46.226562,34.589061,38.334373,38.093750,30.798437,48.132812,42.793750,43.181247,32.337497,35.426563,39.721878,34.495311,44.157814,37.117187,47.221874,46.159378,43.464065,32.082813
29.715625,33.349998,32.285938,38.187500,37.526561,28.915624,28.881252,44.223438,41.154685,36.073436,37.859371,37.521873,44.834377,39.531250,30.832813,37.923439,34.623439,31.118751,34.329689,32.504684,36.454689,38.289062,41.703125,27.235939,36.604686
41.371875,35.614063,42.603122,38.909374,38.004688,37.973442,31.867191,38.826560,39.589061,37.262496,32.917186,41.484375,38.832813,39.831249,46.668746,41.220310,34.345314,44.585933,43.925003,38.114059,33.087501,41.193748,40.906250,41.196876,42.889060
35.540622,38.200004,45.467185,46.940624,33.465625,41.734371,29.582811,34.695312,41.396873,32.560935,43.459373,36.657814,33.265625,42.553127,31.551563,40.317188,30.876564,52.957813,38.526561,33.795310,41.682815,36.426563,34.049999,36.678123,35.171875
39.287502,42.851562,39.643749,36.749996,26.959373,38.853122,31.428127,36.448440,45.554683,41.787498,47.239063,42.196876,41.304683,37.440624,35.367187,44.253120,32.974998,38.256248,35.853126,42.623435,46.960937,29.285938,36.832813,44.156250,45.910938
42.298439,30.262498,42.928131,44.170310,29.046875,43.381248,35.935935,36.146873,28.176563,33.895313,40.964065,35.390625,45.179691,48.187496,33.117187,41.262500,47.520309,46.971874,43.737495,39.153125,36.995315,40.603122,43.545314,38.684375,31.570308
33.884372,34.326560,33.303123,46.832813,38.534374,43.287498,36.525001,46.031250,39.581253,38.215621,24.346876,37.839057,36.629688,42.795310,39.465625,33.356250,37.792190,44.160938,42.081249,47.046875,44.498435,39.817188,29.821876,46.625000,38.160934
42.924999,43.976566,37.820316,40.873435,47.473434,40.960937,36.489063,37.789062,43.357810,40.106254,42.131248,32.490623,38.214061,33.481246,43.198436,35.742187,31.054687,33.439064,44.060939,40.596874,39.171871,43.759372,41.596870,33.485939,41.012504
33.278121,42.826560,41.151565,32.385936,37.381248,34.662498,33.781250,39.960933,33.078125,39.125000,37.848438,31.210939,35.765628,40.518753,31.973438,35.464061,36.768749,36.856246,39.075000,36.200000,43.103126,30.915624,41.028125,38.851562,36.614059
39.310935,31.754686,38.578125,42.075000,38.034374,38.020309,42.934371,36.573436,45.748435,26.106250,35.726562,43.142185,33.757812,29.151561,32.228122,36.771873,31.971874,47.981246,44.873435,39.099998,38.506248,38.078125,45.464061,41.285938,38.726562
38.339057,35.303127,37.284378,27.265625,43.503124,37.184375,34.321876,40.415626,33.739063,35.656253,41.920307,44.045310,31.978122,37.190624,35.579689,41.068748,39.517189,43.829685,41.060935,35.660938,47.237499,41.626560,34.646877,35.924999,39.109375
43.682811,39.435935,35.810935,41.028129,41.073436,43.910938,40.987495,28.509374,42.323432,39.771873,48.581253,42.881248,43.557815,35.856250,33.859375,42.765621,38.421875,25.854686,41.643749,42.387496,33.800003,34.903125,37.740623,43.579685,36.039062
